county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
adams,washington,235606,2335.0,2021-02-12,53001,0.077,0.051,0.07200000000000001,0.076,0.7240000000000001
asotin,washington,100830,2305.0,2021-02-12,53003,0.014,0.029,0.115,0.32,0.522
benton,washington,1680688,36485.0,2021-02-12,53005,0.084,0.011,0.064,0.08,0.7609999999999999
chelan,washington,681448,6086.0,2021-02-12,53007,0.062,0.048,0.029,0.297,0.564
clallam,washington,88484,477.0,2021-02-12,53009,0.001,0.0,0.028,0.225,0.746
clark,washington,1624890,23800.0,2021-02-12,53011,0.02,0.021,0.048,0.17,0.741
columbia,washington,8720,424.0,2021-02-12,53013,0.08,0.031,0.079,0.223,0.586
cowlitz,washington,307916,3067.0,2021-02-12,53015,0.041,0.02,0.098,0.21600000000000005,0.625
douglas,washington,388747,2683.0,2021-02-12,53017,0.067,0.047,0.042,0.271,0.573
ferry,washington,16925,211.0,2021-02-12,53019,0.08199999999999999,0.066,0.08199999999999999,0.204,0.565
franklin,washington,1373233,16626.0,2021-02-12,53021,0.106,0.013,0.059,0.069,0.753
garfield,washington,8842,166.0,2021-02-12,53023,0.031,0.029,0.085,0.292,0.563
grant,washington,946903,9147.0,2021-02-12,53025,0.032,0.052000000000000005,0.108,0.146,0.6609999999999999
grays harbor,washington,233626,3054.0,2021-02-12,53027,0.03,0.009000000000000001,0.087,0.213,0.662
island,washington,139290,4703.0,2021-02-12,53029,0.015,0.009000000000000001,0.066,0.15,0.759
jefferson,washington,32383,116.0,2021-02-12,53031,0.011,0.0,0.064,0.171,0.754
king,washington,8946852,241968.0,2021-02-12,53033,0.016,0.02,0.05,0.191,0.7240000000000001
kitsap,washington,494662,5873.0,2021-02-12,53035,0.024,0.003,0.051,0.136,0.7859999999999999
kittitas,washington,212774,4720.0,2021-02-12,53037,0.032,0.084,0.033,0.179,0.672
klickitat,washington,64165,989.0,2021-02-12,53039,0.038,0.029,0.113,0.28800000000000003,0.532
lewis,washington,264278,3489.0,2021-02-12,53041,0.033,0.112,0.128,0.111,0.616
lincoln,washington,27100,484.0,2021-02-12,53043,0.017,0.086,0.023,0.108,0.765
mason,washington,179690,1944.0,2021-02-12,53045,0.011,0.024,0.091,0.152,0.721
okanogan,washington,276763,3880.0,2021-02-12,53047,0.042,0.066,0.075,0.199,0.617
pacific,washington,52985,850.0,2021-02-12,53049,0.08199999999999999,0.016,0.128,0.063,0.7120000000000001
pend oreille,washington,46926,336.0,2021-02-12,53051,0.027000000000000003,0.122,0.052000000000000005,0.212,0.5870000000000001
pierce,washington,3649467,64904.0,2021-02-12,53053,0.028,0.057,0.103,0.206,0.606
san juan,washington,12425,0.0,2021-02-12,53055,0.015,0.004,0.021,0.229,0.73
skagit,washington,450181,7730.0,2021-02-12,53057,0.035,0.097,0.037000000000000005,0.177,0.653
skamania,washington,23966,207.0,2021-02-12,53059,0.019,0.048,0.092,0.08,0.76
snohomish,washington,3301113,75642.0,2021-02-12,53061,0.017,0.014,0.056,0.191,0.721
spokane,washington,3182869,54376.0,2021-02-12,53063,0.033,0.057,0.08,0.151,0.679
stevens,washington,119576,1716.0,2021-02-12,53065,0.05,0.039,0.069,0.257,0.585
thurston,washington,589860,7667.0,2021-02-12,53067,0.022,0.051,0.109,0.132,0.685
wahkiakum,washington,5556,0.0,2021-02-12,53069,0.045,0.057,0.079,0.161,0.6579999999999999
walla walla,washington,417248,4198.0,2021-02-12,53071,0.083,0.022,0.061,0.193,0.6409999999999999
whatcom,washington,538084,15428.0,2021-02-12,53073,0.042,0.028,0.061,0.122,0.747
whitman,washington,363477,3149.0,2021-02-12,53075,0.002,0.009000000000000001,0.049,0.31,0.629
yakima,washington,3674349,70656.0,2021-02-12,53077,0.012,0.035,0.069,0.14300000000000002,0.74
