county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
pawnee,nebraska,15383,63.0,2021-02-12,31133,0.067,0.147,0.215,0.254,0.316
perkins,nebraska,22726,1874.0,2021-02-12,31135,0.069,0.16399999999999998,0.142,0.233,0.393
phelps,nebraska,82825,662.0,2021-02-12,31137,0.07200000000000001,0.126,0.103,0.336,0.363
pierce,nebraska,59370,2186.0,2021-02-12,31139,0.253,0.11,0.185,0.142,0.311
platte,nebraska,490257,4035.0,2021-02-12,31141,0.044,0.094,0.17600000000000002,0.254,0.4320000000000001
polk,nebraska,42258,968.0,2021-02-12,31143,0.029,0.16699999999999998,0.277,0.174,0.353
red willow,nebraska,91600,587.0,2021-02-12,31145,0.102,0.123,0.16899999999999998,0.308,0.298
richardson,nebraska,51025,1217.0,2021-02-12,31147,0.098,0.185,0.166,0.252,0.298
rock,nebraska,11997,230.0,2021-02-12,31149,0.13,0.102,0.198,0.222,0.349
saline,nebraska,278334,620.0,2021-02-12,31151,0.021,0.07,0.18600000000000005,0.217,0.507
sarpy,nebraska,1875251,9898.0,2021-02-12,31153,0.094,0.069,0.14400000000000002,0.26,0.433
saunders,nebraska,208655,1359.0,2021-02-12,31155,0.108,0.09,0.28,0.223,0.3
scotts bluff,nebraska,428310,5898.0,2021-02-12,31157,0.256,0.132,0.113,0.245,0.255
seward,nebraska,127289,1997.0,2021-02-12,31159,0.028,0.046,0.21600000000000005,0.109,0.601
sheridan,nebraska,39829,907.0,2021-02-12,31161,0.248,0.083,0.094,0.333,0.242
sherman,nebraska,17052,515.0,2021-02-12,31163,0.093,0.099,0.11,0.307,0.39
sioux,nebraska,3498,0.0,2021-02-12,31165,0.241,0.161,0.101,0.292,0.205
stanton,nebraska,33407,474.0,2021-02-12,31167,0.265,0.08,0.192,0.154,0.309
thayer,nebraska,37293,222.0,2021-02-12,31169,0.185,0.071,0.066,0.429,0.249
thomas,nebraska,4694,18.0,2021-02-12,31171,0.152,0.12,0.118,0.302,0.308
thurston,nebraska,97036,1188.0,2021-02-12,31173,0.123,0.153,0.119,0.187,0.418
valley,nebraska,27319,257.0,2021-02-12,31175,0.135,0.09,0.118,0.278,0.38
washington,nebraska,178876,1859.0,2021-02-12,31177,0.086,0.116,0.15,0.261,0.386
wayne,nebraska,96970,547.0,2021-02-12,31179,0.245,0.12,0.155,0.141,0.34
webster,nebraska,29157,326.0,2021-02-12,31181,0.091,0.16699999999999998,0.068,0.28600000000000003,0.389
wheeler,nebraska,2472,0.0,2021-02-12,31183,0.162,0.084,0.155,0.201,0.399
york,nebraska,140089,727.0,2021-02-12,31185,0.044,0.168,0.422,0.184,0.182
