county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
adams,mississippi,284121,10886.0,2021-02-12,28001,0.113,0.112,0.131,0.084,0.56
alcorn,mississippi,283927,4903.0,2021-02-12,28003,0.069,0.131,0.15,0.222,0.428
amite,mississippi,117264,3144.0,2021-02-12,28005,0.11,0.092,0.122,0.204,0.473
attala,mississippi,247575,8678.0,2021-02-12,28007,0.065,0.104,0.092,0.139,0.601
benton,mississippi,91096,2257.0,2021-02-12,28009,0.018000000000000002,0.014,0.246,0.233,0.489
bolivar,mississippi,512275,16652.0,2021-02-12,28011,0.123,0.046,0.127,0.249,0.456
calhoun,mississippi,169003,3237.0,2021-02-12,28013,0.07400000000000001,0.161,0.092,0.179,0.494
carroll,mississippi,135016,3767.0,2021-02-12,28015,0.08,0.14400000000000002,0.119,0.12,0.537
chickasaw,mississippi,229977,7475.0,2021-02-12,28017,0.07,0.134,0.08800000000000001,0.182,0.525
choctaw,mississippi,69686,1780.0,2021-02-12,28019,0.035,0.094,0.064,0.219,0.588
claiborne,mississippi,132865,4100.0,2021-02-12,28021,0.038,0.061,0.08800000000000001,0.214,0.598
clarke,mississippi,186155,11300.0,2021-02-12,28023,0.044,0.021,0.133,0.205,0.597
clay,mississippi,196072,5460.0,2021-02-12,28025,0.029,0.08199999999999999,0.098,0.214,0.5770000000000001
coahoma,mississippi,314503,7793.0,2021-02-12,28027,0.038,0.056,0.118,0.33,0.459
copiah,mississippi,361002,8430.0,2021-02-12,28029,0.073,0.084,0.134,0.157,0.552
covington,mississippi,273026,8035.0,2021-02-12,28031,0.11,0.105,0.085,0.193,0.506
desoto,mississippi,1991312,20585.0,2021-02-12,28033,0.055,0.078,0.08800000000000001,0.236,0.5429999999999999
forrest,mississippi,798904,20338.0,2021-02-12,28035,0.07200000000000001,0.042,0.091,0.267,0.527
franklin,mississippi,73916,1400.0,2021-02-12,28037,0.087,0.112,0.154,0.138,0.509
george,mississippi,246168,4705.0,2021-02-12,28039,0.037000000000000005,0.102,0.08800000000000001,0.34600000000000003,0.428
greene,mississippi,129393,4452.0,2021-02-12,28041,0.015,0.112,0.07,0.262,0.541
grenada,mississippi,309854,9493.0,2021-02-12,28043,0.056,0.135,0.133,0.189,0.486
hancock,mississippi,266245,8341.0,2021-02-12,28045,0.063,0.09,0.08900000000000001,0.254,0.503
harrison,mississippi,1471608,22726.0,2021-02-12,28047,0.093,0.071,0.142,0.237,0.457
hinds,mississippi,2167842,44119.0,2021-02-12,28049,0.019,0.096,0.115,0.183,0.588
holmes,mississippi,296912,14826.0,2021-02-12,28051,0.062,0.07200000000000001,0.095,0.099,0.672
humphreys,mississippi,114030,4310.0,2021-02-12,28053,0.117,0.071,0.098,0.104,0.61
issaquena,mississippi,22683,778.0,2021-02-12,28055,0.03,0.06,0.13699999999999998,0.162,0.612
itawamba,mississippi,293533,7386.0,2021-02-12,28057,0.116,0.07400000000000001,0.155,0.191,0.464
jackson,mississippi,1231740,23190.0,2021-02-12,28059,0.077,0.092,0.12,0.24,0.472
jasper,mississippi,202320,4554.0,2021-02-12,28061,0.066,0.09,0.14400000000000002,0.16699999999999998,0.5329999999999999
jefferson,mississippi,74915,2575.0,2021-02-12,28063,0.076,0.083,0.13699999999999998,0.15,0.555
jefferson davis,mississippi,112461,3437.0,2021-02-12,28065,0.141,0.132,0.101,0.181,0.445
jones,mississippi,817198,20358.0,2021-02-12,28067,0.069,0.079,0.118,0.16899999999999998,0.565
kemper,mississippi,104062,4331.0,2021-02-12,28069,0.032,0.021,0.08199999999999999,0.177,0.687
lafayette,mississippi,617304,11225.0,2021-02-12,28071,0.019,0.059,0.161,0.2,0.56
lamar,mississippi,592064,9188.0,2021-02-12,28073,0.087,0.045,0.08,0.27,0.517
lauderdale,mississippi,738758,34520.0,2021-02-12,28075,0.036000000000000004,0.018000000000000002,0.105,0.197,0.643
lawrence,mississippi,142691,2778.0,2021-02-12,28077,0.119,0.133,0.142,0.135,0.471
leake,mississippi,325141,9942.0,2021-02-12,28079,0.031,0.04,0.139,0.158,0.633
lee,mississippi,985291,19029.0,2021-02-12,28081,0.094,0.092,0.13,0.18,0.505
leflore,mississippi,422046,21363.0,2021-02-12,28083,0.122,0.093,0.119,0.129,0.537
lincoln,mississippi,385308,15308.0,2021-02-12,28085,0.077,0.129,0.136,0.142,0.516
lowndes,mississippi,566362,15125.0,2021-02-12,28087,0.018000000000000002,0.052000000000000005,0.14800000000000002,0.193,0.59
madison,mississippi,1068409,24329.0,2021-02-12,28089,0.029,0.043,0.184,0.242,0.502
marion,mississippi,267550,10046.0,2021-02-12,28091,0.13699999999999998,0.096,0.103,0.255,0.408
marshall,mississippi,398648,7997.0,2021-02-12,28093,0.013,0.006,0.13,0.301,0.55
monroe,mississippi,425333,18082.0,2021-02-12,28095,0.087,0.064,0.139,0.171,0.539
montgomery,mississippi,147138,4831.0,2021-02-12,28097,0.058,0.17600000000000002,0.109,0.147,0.51
neshoba,mississippi,504442,28191.0,2021-02-12,28099,0.017,0.018000000000000002,0.066,0.171,0.7290000000000001
newton,mississippi,248909,6144.0,2021-02-12,28101,0.01,0.025,0.1,0.203,0.662
noxubee,mississippi,163132,4011.0,2021-02-12,28103,0.009000000000000001,0.034,0.112,0.203,0.642
oktibbeha,mississippi,516294,13457.0,2021-02-12,28105,0.015,0.07,0.081,0.242,0.591
panola,mississippi,457821,9657.0,2021-02-12,28107,0.061,0.158,0.113,0.269,0.399
pearl river,mississippi,353375,16190.0,2021-02-12,28109,0.05,0.124,0.08800000000000001,0.251,0.487
perry,mississippi,127186,4680.0,2021-02-12,28111,0.057,0.056,0.11,0.273,0.503
pike,mississippi,360871,12909.0,2021-02-12,28113,0.116,0.092,0.106,0.155,0.531
pontotoc,mississippi,419761,5907.0,2021-02-12,28115,0.06,0.113,0.114,0.197,0.516
prentiss,mississippi,278969,5865.0,2021-02-12,28117,0.103,0.104,0.17,0.234,0.389
quitman,mississippi,98976,1219.0,2021-02-12,28119,0.041,0.101,0.1,0.312,0.446
rankin,mississippi,1202635,23494.0,2021-02-12,28121,0.031,0.103,0.127,0.179,0.561
scott,mississippi,380436,7411.0,2021-02-12,28123,0.026,0.049,0.129,0.252,0.5429999999999999
sharkey,mississippi,64993,2703.0,2021-02-12,28125,0.066,0.068,0.14800000000000002,0.128,0.59
simpson,mississippi,311732,10408.0,2021-02-12,28127,0.081,0.124,0.149,0.154,0.491
smith,mississippi,166888,4327.0,2021-02-12,28129,0.106,0.172,0.111,0.194,0.417
stone,mississippi,150017,2966.0,2021-02-12,28131,0.109,0.064,0.124,0.224,0.479
sunflower,mississippi,393866,10838.0,2021-02-12,28133,0.13699999999999998,0.064,0.118,0.182,0.498
tallahatchie,mississippi,200111,5046.0,2021-02-12,28135,0.061,0.086,0.118,0.274,0.461
tate,mississippi,334922,9407.0,2021-02-12,28137,0.097,0.052000000000000005,0.149,0.265,0.4370000000000001
tippah,mississippi,258727,6839.0,2021-02-12,28139,0.068,0.069,0.217,0.213,0.434
tishomingo,mississippi,216102,8054.0,2021-02-12,28141,0.07200000000000001,0.179,0.155,0.225,0.37
tunica,mississippi,126501,3519.0,2021-02-12,28143,0.131,0.036000000000000004,0.08900000000000001,0.17600000000000002,0.568
union,mississippi,365526,7003.0,2021-02-12,28145,0.078,0.085,0.14800000000000002,0.219,0.47
walthall,mississippi,165318,5992.0,2021-02-12,28147,0.158,0.086,0.134,0.213,0.409
warren,mississippi,428827,13488.0,2021-02-12,28149,0.021,0.079,0.095,0.217,0.586
washington,mississippi,649891,19272.0,2021-02-12,28151,0.138,0.084,0.16399999999999998,0.114,0.5
wayne,mississippi,282256,5585.0,2021-02-12,28153,0.037000000000000005,0.062,0.121,0.194,0.5870000000000001
webster,mississippi,109501,3733.0,2021-02-12,28155,0.052000000000000005,0.145,0.079,0.222,0.502
wilkinson,mississippi,87438,4951.0,2021-02-12,28157,0.146,0.14300000000000002,0.075,0.155,0.481
winston,mississippi,253765,6894.0,2021-02-12,28159,0.029,0.038,0.057,0.199,0.6759999999999999
yalobusha,mississippi,148890,4846.0,2021-02-12,28161,0.029,0.108,0.121,0.217,0.523
yazoo,mississippi,338596,7664.0,2021-02-12,28163,0.05,0.038,0.145,0.159,0.608
