county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
carson city,nevada,464134,6621.0,2021-02-12,32510,0.023,0.064,0.054000000000000006,0.274,0.585
churchill,nevada,138845,3368.0,2021-02-12,32001,0.022,0.093,0.058,0.153,0.674
clark,nevada,23357027,393854.0,2021-02-12,32003,0.027000000000000003,0.032,0.054000000000000006,0.145,0.742
douglas,nevada,196864,1586.0,2021-02-12,32005,0.029,0.055,0.091,0.238,0.588
elko,nevada,444466,3911.0,2021-02-12,32007,0.021,0.046,0.19,0.364,0.379
esmeralda,nevada,2372,0.0,2021-02-12,32009,0.086,0.004,0.006,0.032,0.872
eureka,nevada,4033,0.0,2021-02-12,32011,0.002,0.054000000000000006,0.17,0.386,0.387
humboldt,nevada,86721,1623.0,2021-02-12,32013,0.008,0.042,0.156,0.069,0.725
lander,nevada,41804,753.0,2021-02-12,32015,0.004,0.085,0.142,0.182,0.588
lincoln,nevada,26422,100.0,2021-02-12,32017,0.048,0.019,0.147,0.177,0.61
lyon,nevada,233130,4336.0,2021-02-12,32019,0.037000000000000005,0.069,0.05,0.173,0.6709999999999999
mineral,nevada,18484,335.0,2021-02-12,32021,0.022,0.018000000000000002,0.09,0.115,0.755
nye,nevada,246100,6028.0,2021-02-12,32023,0.061,0.038,0.052000000000000005,0.183,0.6659999999999999
pershing,nevada,50712,740.0,2021-02-12,32027,0.01,0.013,0.248,0.038,0.691
storey,nevada,7080,150.0,2021-02-12,32029,0.015,0.038,0.039,0.126,0.782
washoe,nevada,4293017,64297.0,2021-02-12,32031,0.024,0.025,0.06,0.215,0.6759999999999999
white pine,nevada,41073,417.0,2021-02-12,32033,0.059,0.016,0.208,0.421,0.29600000000000004
