county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
adair,oklahoma,252094,2759.0,2021-02-12,40001,0.105,0.068,0.258,0.213,0.35600000000000004
alfalfa,oklahoma,78481,276.0,2021-02-12,40003,0.203,0.096,0.188,0.25,0.262
atoka,oklahoma,142832,455.0,2021-02-12,40005,0.076,0.184,0.111,0.284,0.345
beaver,oklahoma,35713,263.0,2021-02-12,40007,0.153,0.154,0.085,0.223,0.384
beckham,oklahoma,221321,2565.0,2021-02-12,40009,0.08800000000000001,0.265,0.187,0.121,0.339
blaine,oklahoma,72663,411.0,2021-02-12,40011,0.029,0.081,0.244,0.32,0.326
bryan,oklahoma,474400,3748.0,2021-02-12,40013,0.094,0.087,0.125,0.237,0.457
caddo,oklahoma,346342,6833.0,2021-02-12,40015,0.013,0.111,0.194,0.239,0.444
canadian,oklahoma,1244874,6448.0,2021-02-12,40017,0.043,0.073,0.103,0.309,0.472
carter,oklahoma,354721,2784.0,2021-02-12,40019,0.128,0.16899999999999998,0.138,0.213,0.35100000000000003
cherokee,oklahoma,441158,2576.0,2021-02-12,40021,0.099,0.121,0.212,0.24,0.327
choctaw,oklahoma,138121,881.0,2021-02-12,40023,0.064,0.113,0.119,0.251,0.454
cimarron,oklahoma,11548,56.0,2021-02-12,40025,0.14,0.08900000000000001,0.153,0.26,0.358
cleveland,oklahoma,2440807,27067.0,2021-02-12,40027,0.046,0.101,0.079,0.25,0.524
coal,oklahoma,50715,427.0,2021-02-12,40029,0.075,0.12,0.105,0.307,0.394
comanche,oklahoma,861311,7894.0,2021-02-12,40031,0.054000000000000006,0.179,0.127,0.226,0.413
cotton,oklahoma,44701,1252.0,2021-02-12,40033,0.06,0.117,0.102,0.173,0.5479999999999999
craig,oklahoma,168701,654.0,2021-02-12,40035,0.247,0.113,0.236,0.112,0.292
creek,oklahoma,507940,9925.0,2021-02-12,40037,0.154,0.07400000000000001,0.145,0.212,0.415
custer,oklahoma,333620,3150.0,2021-02-12,40039,0.006,0.274,0.413,0.13,0.177
delaware,oklahoma,370891,8251.0,2021-02-12,40041,0.188,0.187,0.202,0.107,0.316
dewey,oklahoma,40318,315.0,2021-02-12,40043,0.066,0.185,0.28600000000000003,0.219,0.244
ellis,oklahoma,26496,48.0,2021-02-12,40045,0.132,0.22,0.135,0.207,0.306
garfield,oklahoma,653607,6177.0,2021-02-12,40047,0.233,0.103,0.127,0.28,0.258
garvin,oklahoma,263927,2560.0,2021-02-12,40049,0.075,0.087,0.157,0.249,0.433
grady,oklahoma,474300,4931.0,2021-02-12,40051,0.047,0.098,0.185,0.249,0.422
grant,oklahoma,38383,508.0,2021-02-12,40053,0.205,0.136,0.145,0.255,0.257
greer,oklahoma,52498,2489.0,2021-02-12,40055,0.073,0.19,0.14800000000000002,0.225,0.365
harmon,oklahoma,23127,30.0,2021-02-12,40057,0.105,0.158,0.16,0.239,0.338
harper,oklahoma,32457,315.0,2021-02-12,40059,0.158,0.189,0.118,0.257,0.278
