county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
prowers,colorado,96068,1754.0,2021-02-12,8099,0.079,0.046,0.205,0.201,0.469
pueblo,colorado,1251596,29806.0,2021-02-12,8101,0.018000000000000002,0.044,0.07400000000000001,0.28,0.584
rio blanco,colorado,26740,201.0,2021-02-12,8103,0.111,0.092,0.07400000000000001,0.265,0.458
rio grande,colorado,52901,943.0,2021-02-12,8105,0.061,0.14400000000000002,0.11,0.242,0.444
routt,colorado,123037,2934.0,2021-02-12,8107,0.008,0.036000000000000004,0.092,0.375,0.489
saguache,colorado,42462,657.0,2021-02-12,8109,0.065,0.122,0.138,0.232,0.443
san juan,colorado,3415,0.0,2021-02-12,8111,0.032,0.038,0.097,0.27,0.563
san miguel,colorado,50896,0.0,2021-02-12,8113,0.043,0.058,0.07400000000000001,0.26,0.565
sedgwick,colorado,15231,277.0,2021-02-12,8115,0.065,0.162,0.138,0.267,0.368
summit,colorado,265117,1138.0,2021-02-12,8117,0.0,0.001,0.064,0.151,0.784
teller,colorado,108025,1416.0,2021-02-12,8119,0.105,0.087,0.066,0.145,0.597
washington,colorado,39065,877.0,2021-02-12,8121,0.077,0.208,0.101,0.303,0.31
weld,colorado,2526283,53251.0,2021-02-12,8123,0.046,0.038,0.135,0.231,0.55
yuma,colorado,62890,880.0,2021-02-12,8125,0.038,0.284,0.133,0.255,0.29
