county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
allen,kansas,66545,137.0,2021-02-12,20001,0.153,0.212,0.126,0.16699999999999998,0.341
anderson,kansas,61884,0.0,2021-02-12,20003,0.189,0.063,0.13699999999999998,0.267,0.344
atchison,kansas,142980,1178.0,2021-02-12,20005,0.13699999999999998,0.122,0.16899999999999998,0.256,0.316
barber,kansas,27930,166.0,2021-02-12,20007,0.069,0.147,0.118,0.329,0.336
barton,kansas,245279,2417.0,2021-02-12,20009,0.107,0.131,0.12,0.211,0.43
bourbon,kansas,102448,648.0,2021-02-12,20011,0.16699999999999998,0.146,0.077,0.12,0.49
brown,kansas,103666,2175.0,2021-02-12,20013,0.08900000000000001,0.149,0.183,0.197,0.382
butler,kansas,565195,2739.0,2021-02-12,20015,0.053,0.133,0.122,0.222,0.47
chase,kansas,29040,386.0,2021-02-12,20017,0.151,0.08199999999999999,0.212,0.225,0.331
chautauqua,kansas,16824,210.0,2021-02-12,20019,0.128,0.13699999999999998,0.185,0.214,0.337
cherokee,kansas,201093,1823.0,2021-02-12,20021,0.131,0.121,0.16399999999999998,0.174,0.41
cheyenne,kansas,31059,1065.0,2021-02-12,20023,0.065,0.27,0.174,0.235,0.256
clark,kansas,25159,544.0,2021-02-12,20025,0.163,0.13,0.126,0.232,0.348
clay,kansas,62034,1868.0,2021-02-12,20027,0.081,0.069,0.115,0.229,0.507
cloud,kansas,83305,276.0,2021-02-12,20029,0.154,0.077,0.118,0.217,0.434
coffey,kansas,61874,2713.0,2021-02-12,20031,0.085,0.119,0.165,0.404,0.227
comanche,kansas,12754,456.0,2021-02-12,20033,0.112,0.14400000000000002,0.128,0.271,0.34600000000000003
cowley,kansas,270549,1449.0,2021-02-12,20035,0.075,0.093,0.28,0.131,0.421
crawford,kansas,415239,3572.0,2021-02-12,20037,0.108,0.14300000000000002,0.118,0.139,0.4920000000000001
decatur,kansas,25314,138.0,2021-02-12,20039,0.163,0.118,0.211,0.235,0.273
dickinson,kansas,126685,1956.0,2021-02-12,20041,0.106,0.118,0.14800000000000002,0.243,0.385
doniphan,kansas,77245,478.0,2021-02-12,20043,0.13699999999999998,0.193,0.184,0.214,0.272
douglas,kansas,809948,4537.0,2021-02-12,20045,0.006,0.009000000000000001,0.024,0.227,0.7340000000000001
edwards,kansas,25722,0.0,2021-02-12,20047,0.052000000000000005,0.086,0.135,0.221,0.506
elk,kansas,10385,0.0,2021-02-12,20049,0.061,0.05,0.295,0.282,0.312
ellis,kansas,364040,4323.0,2021-02-12,20051,0.154,0.154,0.224,0.14800000000000002,0.32
ellsworth,kansas,100217,393.0,2021-02-12,20053,0.174,0.133,0.133,0.187,0.373
finney,kansas,859986,6484.0,2021-02-12,20055,0.166,0.08900000000000001,0.163,0.239,0.343
ford,kansas,918973,2618.0,2021-02-12,20057,0.14300000000000002,0.084,0.14300000000000002,0.232,0.399
franklin,kansas,199519,1930.0,2021-02-12,20059,0.063,0.06,0.159,0.354,0.364
geary,kansas,211915,1567.0,2021-02-12,20061,0.05,0.068,0.113,0.27,0.499
gove,kansas,38360,2303.0,2021-02-12,20063,0.24,0.08900000000000001,0.234,0.151,0.287
graham,kansas,22468,270.0,2021-02-12,20065,0.218,0.156,0.247,0.129,0.25
grant,kansas,111311,1849.0,2021-02-12,20067,0.14,0.108,0.15,0.231,0.37
gray,kansas,62215,668.0,2021-02-12,20069,0.158,0.092,0.146,0.24,0.364
greeley,kansas,10277,0.0,2021-02-12,20071,0.135,0.131,0.181,0.229,0.32299999999999995
greenwood,kansas,44499,160.0,2021-02-12,20073,0.034,0.079,0.256,0.302,0.33
hamilton,kansas,23710,0.0,2021-02-12,20075,0.131,0.095,0.189,0.217,0.368
harper,kansas,51226,1415.0,2021-02-12,20077,0.079,0.118,0.21,0.193,0.4
harvey,kansas,278964,3234.0,2021-02-12,20079,0.075,0.058,0.121,0.32299999999999995,0.423
haskell,kansas,44401,150.0,2021-02-12,20081,0.153,0.107,0.13699999999999998,0.239,0.364
hodgeman,kansas,17685,314.0,2021-02-12,20083,0.126,0.075,0.163,0.225,0.412
jackson,kansas,124028,1115.0,2021-02-12,20085,0.01,0.116,0.161,0.136,0.5770000000000001
jefferson,kansas,124831,1627.0,2021-02-12,20087,0.026,0.069,0.09,0.182,0.634
jewell,kansas,16951,292.0,2021-02-12,20089,0.171,0.142,0.087,0.259,0.34
johnson,kansas,4776545,62349.0,2021-02-12,20091,0.029,0.019,0.075,0.224,0.654
kearny,kansas,57244,1087.0,2021-02-12,20093,0.155,0.098,0.172,0.229,0.34600000000000003
kingman,kansas,56799,785.0,2021-02-12,20095,0.081,0.212,0.114,0.128,0.464
kiowa,kansas,20276,152.0,2021-02-12,20097,0.062,0.107,0.128,0.233,0.469
labette,kansas,187595,1757.0,2021-02-12,20099,0.168,0.123,0.091,0.147,0.471
lane,kansas,12610,393.0,2021-02-12,20101,0.197,0.075,0.197,0.204,0.326
leavenworth,kansas,774815,5479.0,2021-02-12,20103,0.087,0.135,0.092,0.142,0.544
lincoln,kansas,17622,218.0,2021-02-12,20105,0.171,0.132,0.16,0.163,0.375
linn,kansas,56472,392.0,2021-02-12,20107,0.14,0.053,0.121,0.285,0.4
logan,kansas,28257,0.0,2021-02-12,20109,0.206,0.131,0.194,0.189,0.28
lyon,kansas,448199,8720.0,2021-02-12,20111,0.113,0.111,0.133,0.3,0.344
marion,kansas,75770,587.0,2021-02-12,20115,0.101,0.068,0.209,0.279,0.343
marshall,kansas,78118,1546.0,2021-02-12,20117,0.048,0.049,0.233,0.263,0.407
mcpherson,kansas,240269,3112.0,2021-02-12,20113,0.12,0.065,0.106,0.313,0.396
meade,kansas,50106,458.0,2021-02-12,20119,0.16399999999999998,0.123,0.115,0.235,0.362
miami,kansas,199190,1236.0,2021-02-12,20121,0.071,0.044,0.095,0.25,0.54
