county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
appling,georgia,280053,8252.0,2021-02-12,13001,0.085,0.117,0.23,0.152,0.416
atkinson,georgia,126935,1529.0,2021-02-12,13003,0.059,0.1,0.179,0.217,0.445
bacon,georgia,172644,3942.0,2021-02-12,13005,0.071,0.132,0.187,0.188,0.421
baker,georgia,27750,1291.0,2021-02-12,13007,0.027000000000000003,0.048,0.054000000000000006,0.127,0.743
baldwin,georgia,541702,15502.0,2021-02-12,13009,0.02,0.08900000000000001,0.107,0.29,0.494
banks,georgia,166732,2581.0,2021-02-12,13011,0.136,0.103,0.125,0.238,0.399
barrow,georgia,766248,13048.0,2021-02-12,13013,0.063,0.086,0.092,0.19,0.568
bartow,georgia,1108523,24688.0,2021-02-12,13015,0.215,0.05,0.123,0.14300000000000002,0.47
ben hill,georgia,225737,6669.0,2021-02-12,13017,0.129,0.078,0.109,0.202,0.483
berrien,georgia,157745,3882.0,2021-02-12,13019,0.073,0.098,0.156,0.214,0.46
bibb,georgia,1628613,43511.0,2021-02-12,13021,0.043,0.094,0.17600000000000002,0.201,0.487
bleckley,georgia,143823,5294.0,2021-02-12,13023,0.08900000000000001,0.031,0.117,0.256,0.508
brantley,georgia,148759,3169.0,2021-02-12,13025,0.047,0.129,0.15,0.16399999999999998,0.51
brooks,georgia,153399,6473.0,2021-02-12,13027,0.092,0.165,0.124,0.235,0.385
bryan,georgia,311031,3595.0,2021-02-12,13029,0.033,0.039,0.095,0.238,0.595
bulloch,georgia,718500,8833.0,2021-02-12,13031,0.053,0.049,0.163,0.31,0.424
burke,georgia,250431,3745.0,2021-02-12,13033,0.105,0.109,0.087,0.208,0.4920000000000001
butts,georgia,251573,11592.0,2021-02-12,13035,0.125,0.037000000000000005,0.14400000000000002,0.163,0.53
calhoun,georgia,77438,2441.0,2021-02-12,13037,0.013,0.035,0.043,0.172,0.737
camden,georgia,368684,3375.0,2021-02-12,13039,0.136,0.125,0.17,0.113,0.456
candler,georgia,115688,5200.0,2021-02-12,13043,0.037000000000000005,0.045,0.177,0.264,0.477
carroll,georgia,1071439,21699.0,2021-02-12,13045,0.08900000000000001,0.133,0.154,0.168,0.457
catoosa,georgia,450006,5814.0,2021-02-12,13047,0.14300000000000002,0.152,0.114,0.217,0.375
charlton,georgia,164097,2724.0,2021-02-12,13049,0.065,0.094,0.15,0.196,0.495
chatham,georgia,2255253,40823.0,2021-02-12,13051,0.035,0.04,0.14400000000000002,0.158,0.624
chattahoochee,georgia,380356,485.0,2021-02-12,13053,0.061,0.07200000000000001,0.108,0.214,0.545
chattooga,georgia,242182,5972.0,2021-02-12,13055,0.116,0.102,0.187,0.14300000000000002,0.451
cherokee,georgia,2280295,26203.0,2021-02-12,13057,0.049,0.054000000000000006,0.1,0.213,0.584
clarke,georgia,1480257,11921.0,2021-02-12,13059,0.054000000000000006,0.057,0.06,0.226,0.603
clay,georgia,33658,771.0,2021-02-12,13061,0.028,0.066,0.12,0.223,0.562
clayton,georgia,2277489,44438.0,2021-02-12,13063,0.038,0.054000000000000006,0.125,0.159,0.624
clinch,georgia,106101,2365.0,2021-02-12,13065,0.06,0.058,0.134,0.168,0.58
cobb,georgia,6602356,118151.0,2021-02-12,13067,0.039,0.049,0.116,0.225,0.5720000000000001
coffee,georgia,625381,15116.0,2021-02-12,13069,0.085,0.124,0.16399999999999998,0.222,0.404
colquitt,georgia,577285,10226.0,2021-02-12,13071,0.108,0.191,0.07400000000000001,0.233,0.394
columbia,georgia,1361047,16087.0,2021-02-12,13073,0.061,0.064,0.095,0.234,0.547
cook,georgia,182579,3857.0,2021-02-12,13075,0.098,0.134,0.123,0.203,0.441
coweta,georgia,1094431,13883.0,2021-02-12,13077,0.105,0.053,0.183,0.204,0.455
crawford,georgia,58339,1193.0,2021-02-12,13079,0.057,0.051,0.231,0.192,0.468
crisp,georgia,212629,6624.0,2021-02-12,13081,0.119,0.023,0.06,0.163,0.635
dade,georgia,106719,1291.0,2021-02-12,13083,0.128,0.222,0.13,0.249,0.27
dawson,georgia,256866,2552.0,2021-02-12,13085,0.049,0.09,0.128,0.162,0.5710000000000001
decatur,georgia,327423,7994.0,2021-02-12,13087,0.093,0.04,0.171,0.18,0.516
dekalb,georgia,6006785,98545.0,2021-02-12,13089,0.036000000000000004,0.028,0.075,0.156,0.7040000000000001
dodge,georgia,198981,7486.0,2021-02-12,13091,0.145,0.025,0.15,0.236,0.443
dooly,georgia,117265,5141.0,2021-02-12,13093,0.077,0.034,0.058,0.204,0.627
dougherty,georgia,999384,55456.0,2021-02-12,13095,0.033,0.037000000000000005,0.045,0.159,0.726
douglas,georgia,1240783,20367.0,2021-02-12,13097,0.083,0.037000000000000005,0.09,0.198,0.591
early,georgia,155579,10140.0,2021-02-12,13099,0.045,0.062,0.156,0.253,0.485
echols,georgia,70403,561.0,2021-02-12,13101,0.097,0.073,0.182,0.202,0.446
effingham,georgia,413816,5660.0,2021-02-12,13103,0.044,0.064,0.145,0.272,0.475
elbert,georgia,223564,3633.0,2021-02-12,13105,0.132,0.177,0.081,0.107,0.503
emanuel,georgia,277857,8161.0,2021-02-12,13107,0.062,0.044,0.142,0.252,0.5
evans,georgia,108363,1886.0,2021-02-12,13109,0.03,0.078,0.229,0.29,0.3720000000000001
fannin,georgia,203975,5863.0,2021-02-12,13111,0.075,0.08800000000000001,0.125,0.112,0.6
fayette,georgia,676089,13815.0,2021-02-12,13113,0.06,0.086,0.131,0.218,0.505
floyd,georgia,1056983,16860.0,2021-02-12,13115,0.18600000000000005,0.036000000000000004,0.234,0.14800000000000002,0.395
forsyth,georgia,1530546,13293.0,2021-02-12,13117,0.035,0.048,0.083,0.193,0.6409999999999999
franklin,georgia,250384,3929.0,2021-02-12,13119,0.168,0.07400000000000001,0.117,0.215,0.425
fulton,georgia,8855183,158183.0,2021-02-12,13121,0.026,0.036000000000000004,0.08900000000000001,0.187,0.662
gilmer,georgia,279131,5007.0,2021-02-12,13123,0.128,0.042,0.087,0.198,0.545
glascock,georgia,19379,666.0,2021-02-12,13125,0.156,0.066,0.107,0.13,0.541
glynn,georgia,904417,21582.0,2021-02-12,13127,0.048,0.071,0.145,0.251,0.485
gordon,georgia,671569,11769.0,2021-02-12,13129,0.172,0.1,0.201,0.157,0.369
grady,georgia,221382,5573.0,2021-02-12,13131,0.063,0.139,0.116,0.264,0.417
greene,georgia,163841,5695.0,2021-02-12,13133,0.062,0.046,0.057,0.17600000000000002,0.6579999999999999
gwinnett,georgia,8908328,110977.0,2021-02-12,13135,0.036000000000000004,0.054000000000000006,0.081,0.19,0.639
habersham,georgia,549358,18503.0,2021-02-12,13137,0.063,0.1,0.116,0.292,0.43
hall,georgia,2879504,42794.0,2021-02-12,13139,0.061,0.069,0.128,0.198,0.545
hancock,georgia,117859,10921.0,2021-02-12,13141,0.043,0.111,0.102,0.168,0.575
haralson,georgia,225341,5017.0,2021-02-12,13143,0.184,0.123,0.165,0.184,0.345
harris,georgia,243768,5870.0,2021-02-12,13145,0.093,0.081,0.061,0.213,0.551
hart,georgia,190672,4452.0,2021-02-12,13147,0.092,0.061,0.14,0.207,0.5
heard,georgia,77758,1768.0,2021-02-12,13149,0.126,0.094,0.166,0.14400000000000002,0.471
henry,georgia,1901209,27361.0,2021-02-12,13151,0.103,0.048,0.091,0.181,0.578
houston,georgia,1127785,22953.0,2021-02-12,13153,0.032,0.079,0.136,0.172,0.581
irwin,georgia,94262,2218.0,2021-02-12,13155,0.098,0.091,0.126,0.224,0.46
jackson,georgia,746153,10901.0,2021-02-12,13157,0.125,0.085,0.117,0.24,0.434
jasper,georgia,106774,1615.0,2021-02-12,13159,0.08199999999999999,0.059,0.181,0.118,0.56
jeff davis,georgia,198731,5212.0,2021-02-12,13161,0.124,0.138,0.165,0.183,0.39
jefferson,georgia,210094,6530.0,2021-02-12,13163,0.251,0.055,0.099,0.102,0.493
jenkins,georgia,102833,6821.0,2021-02-12,13165,0.114,0.053,0.084,0.261,0.488
johnson,georgia,119220,5259.0,2021-02-12,13167,0.119,0.053,0.109,0.251,0.468
jones,georgia,171895,3198.0,2021-02-12,13169,0.049,0.087,0.226,0.209,0.43
lamar,georgia,158046,5167.0,2021-02-12,13171,0.07,0.06,0.171,0.293,0.406
lanier,georgia,87525,1769.0,2021-02-12,13173,0.102,0.07,0.145,0.181,0.502
laurens,georgia,539005,17722.0,2021-02-12,13175,0.122,0.056,0.141,0.29100000000000004,0.391
lee,georgia,263266,8459.0,2021-02-12,13177,0.035,0.033,0.039,0.162,0.732
liberty,georgia,311812,5059.0,2021-02-12,13179,0.006999999999999999,0.099,0.066,0.215,0.614
lincoln,georgia,68068,1966.0,2021-02-12,13181,0.073,0.104,0.111,0.233,0.479
long,georgia,73176,967.0,2021-02-12,13183,0.014,0.119,0.086,0.159,0.621
lowndes,georgia,1294169,21689.0,2021-02-12,13185,0.108,0.101,0.149,0.208,0.435
lumpkin,georgia,272606,4073.0,2021-02-12,13187,0.035,0.086,0.13,0.245,0.504
macon,georgia,81408,3308.0,2021-02-12,13193,0.078,0.049,0.113,0.21,0.55
madison,georgia,252657,3542.0,2021-02-12,13195,0.165,0.084,0.055,0.18600000000000005,0.511
marion,georgia,57853,1935.0,2021-02-12,13197,0.084,0.12,0.16699999999999998,0.196,0.433
mcduffie,georgia,202688,4433.0,2021-02-12,13189,0.07200000000000001,0.053,0.123,0.265,0.488
mcintosh,georgia,79097,1611.0,2021-02-12,13191,0.034,0.076,0.188,0.221,0.481
meriwether,georgia,179651,3633.0,2021-02-12,13199,0.109,0.086,0.138,0.15,0.517
miller,georgia,82547,487.0,2021-02-12,13201,0.064,0.056,0.182,0.159,0.539
mitchell,georgia,253731,13681.0,2021-02-12,13205,0.044,0.112,0.055,0.159,0.63
monroe,georgia,230464,12180.0,2021-02-12,13207,0.07200000000000001,0.035,0.184,0.253,0.455
montgomery,georgia,88691,1699.0,2021-02-12,13209,0.114,0.083,0.174,0.228,0.401
morgan,georgia,168726,1190.0,2021-02-12,13211,0.061,0.064,0.093,0.168,0.614
murray,georgia,372003,4258.0,2021-02-12,13213,0.193,0.03,0.182,0.177,0.417
muscogee,georgia,1665440,39250.0,2021-02-12,13215,0.063,0.073,0.083,0.225,0.555
newton,georgia,869424,21200.0,2021-02-12,13217,0.094,0.076,0.123,0.207,0.5
oconee,georgia,306187,7073.0,2021-02-12,13219,0.049,0.063,0.095,0.181,0.611
oglethorpe,georgia,126209,3106.0,2021-02-12,13221,0.056,0.08199999999999999,0.054000000000000006,0.181,0.627
paulding,georgia,1130988,16407.0,2021-02-12,13223,0.097,0.068,0.108,0.233,0.494
peach,georgia,223463,5785.0,2021-02-12,13225,0.027000000000000003,0.07400000000000001,0.172,0.16,0.5670000000000001
pickens,georgia,244220,3726.0,2021-02-12,13227,0.038,0.118,0.101,0.188,0.555
pierce,georgia,241915,5393.0,2021-02-12,13229,0.05,0.14300000000000002,0.127,0.157,0.522
pike,georgia,167010,3188.0,2021-02-12,13231,0.059,0.06,0.147,0.192,0.542
polk,georgia,489129,6379.0,2021-02-12,13233,0.106,0.071,0.192,0.145,0.485
pulaski,georgia,90634,4421.0,2021-02-12,13235,0.079,0.031,0.098,0.218,0.575
putnam,georgia,209637,6470.0,2021-02-12,13237,0.059,0.093,0.118,0.214,0.516
quitman,georgia,15300,304.0,2021-02-12,13239,0.053,0.15,0.095,0.163,0.5379999999999999
rabun,georgia,135874,2934.0,2021-02-12,13241,0.1,0.083,0.124,0.229,0.464
randolph,georgia,95302,8099.0,2021-02-12,13243,0.016,0.065,0.05,0.2,0.669
richmond,georgia,2187373,44062.0,2021-02-12,13245,0.068,0.059,0.114,0.18,0.578
rockdale,georgia,614428,11890.0,2021-02-12,13247,0.058,0.078,0.115,0.21600000000000005,0.534
schley,georgia,34472,491.0,2021-02-12,13249,0.07,0.102,0.117,0.214,0.4970000000000001
screven,georgia,102142,2881.0,2021-02-12,13251,0.198,0.069,0.081,0.242,0.41
seminole,georgia,102594,2274.0,2021-02-12,13253,0.073,0.079,0.202,0.135,0.51
spalding,georgia,517749,17527.0,2021-02-12,13255,0.07200000000000001,0.038,0.179,0.202,0.509
stephens,georgia,323333,8675.0,2021-02-12,13257,0.087,0.116,0.116,0.31,0.37
stewart,georgia,120534,3101.0,2021-02-12,13259,0.055,0.092,0.133,0.203,0.517
sumter,georgia,313721,18062.0,2021-02-12,13261,0.055,0.056,0.046,0.202,0.6409999999999999
talbot,georgia,52105,1691.0,2021-02-12,13263,0.168,0.08,0.08900000000000001,0.171,0.4920000000000001
