county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
adair,iowa,64154,1588.0,2021-02-12,19001,0.073,0.128,0.128,0.307,0.364
adams,iowa,27466,227.0,2021-02-12,19003,0.14800000000000002,0.11,0.15,0.311,0.281
allamakee,iowa,140641,3134.0,2021-02-12,19005,0.138,0.049,0.132,0.212,0.469
appanoose,iowa,105574,3372.0,2021-02-12,19007,0.044,0.11,0.239,0.193,0.413
audubon,iowa,44289,733.0,2021-02-12,19009,0.224,0.073,0.194,0.187,0.322
benton,iowa,222718,3500.0,2021-02-12,19011,0.098,0.067,0.13,0.2,0.504
black hawk,iowa,1822586,31901.0,2021-02-12,19013,0.032,0.053,0.18,0.289,0.447
boone,iowa,231098,2145.0,2021-02-12,19015,0.09,0.08,0.1,0.197,0.5329999999999999
bremer,iowa,264137,4670.0,2021-02-12,19017,0.048,0.062,0.197,0.268,0.424
buchanan,iowa,165105,1817.0,2021-02-12,19019,0.021,0.124,0.087,0.394,0.373
buena vista,iowa,641508,4019.0,2021-02-12,19021,0.183,0.062,0.26,0.207,0.28800000000000003
butler,iowa,148326,1947.0,2021-02-12,19023,0.052000000000000005,0.094,0.208,0.23,0.417
calhoun,iowa,130893,1125.0,2021-02-12,19025,0.212,0.117,0.213,0.153,0.304
carroll,iowa,289435,3373.0,2021-02-12,19027,0.153,0.11,0.241,0.139,0.358
cass,iowa,115647,3525.0,2021-02-12,19029,0.341,0.07,0.124,0.238,0.227
cedar,iowa,158978,1954.0,2021-02-12,19031,0.026,0.096,0.142,0.355,0.381
cerro gordo,iowa,508952,7982.0,2021-02-12,19033,0.061,0.365,0.146,0.213,0.215
cherokee,iowa,137692,1944.0,2021-02-12,19035,0.183,0.105,0.221,0.182,0.309
chickasaw,iowa,117418,869.0,2021-02-12,19037,0.075,0.136,0.197,0.236,0.35600000000000004
clarke,iowa,97227,1118.0,2021-02-12,19039,0.078,0.16699999999999998,0.14300000000000002,0.194,0.418
clay,iowa,180292,1576.0,2021-02-12,19041,0.224,0.035,0.112,0.189,0.441
clayton,iowa,156036,3640.0,2021-02-12,19043,0.123,0.084,0.13699999999999998,0.284,0.371
clinton,iowa,489216,7003.0,2021-02-12,19045,0.092,0.13,0.079,0.269,0.43
crawford,iowa,349744,2881.0,2021-02-12,19047,0.08900000000000001,0.045,0.141,0.064,0.66
dallas,iowa,1111308,12331.0,2021-02-12,19049,0.036000000000000004,0.102,0.118,0.26,0.485
davis,iowa,70899,1854.0,2021-02-12,19051,0.038,0.101,0.249,0.201,0.411
decatur,iowa,47736,266.0,2021-02-12,19053,0.248,0.132,0.258,0.068,0.294
delaware,iowa,196361,3373.0,2021-02-12,19055,0.035,0.13699999999999998,0.13699999999999998,0.408,0.28300000000000003
des moines,iowa,412128,3932.0,2021-02-12,19057,0.135,0.081,0.109,0.122,0.5529999999999999
dickinson,iowa,224346,2569.0,2021-02-12,19059,0.276,0.027000000000000003,0.091,0.173,0.433
dubuque,iowa,1367118,18576.0,2021-02-12,19061,0.037000000000000005,0.155,0.189,0.189,0.43
emmet,iowa,123780,3675.0,2021-02-12,19063,0.241,0.083,0.067,0.181,0.428
fayette,iowa,153776,1819.0,2021-02-12,19065,0.054000000000000006,0.075,0.128,0.349,0.394
floyd,iowa,150784,3388.0,2021-02-12,19067,0.063,0.271,0.14800000000000002,0.25,0.268
franklin,iowa,121942,3417.0,2021-02-12,19069,0.08800000000000001,0.278,0.187,0.18600000000000005,0.261
