county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
androscoggin,maine,360148,4954.0,2021-02-12,23001,0.083,0.099,0.041,0.199,0.5770000000000001
aroostook,maine,62756,1600.0,2021-02-12,23003,0.14300000000000002,0.047,0.12,0.243,0.447
cumberland,maine,1044113,22259.0,2021-02-12,23005,0.05,0.053,0.046,0.182,0.669
franklin,maine,52745,713.0,2021-02-12,23007,0.006,0.063,0.191,0.161,0.579
hancock,maine,54365,1555.0,2021-02-12,23009,0.034,0.052000000000000005,0.118,0.202,0.594
kennebec,maine,209404,4697.0,2021-02-12,23011,0.016,0.07400000000000001,0.125,0.245,0.54
knox,maine,41406,515.0,2021-02-12,23013,0.006999999999999999,0.01,0.111,0.248,0.625
lincoln,maine,34616,275.0,2021-02-12,23015,0.031,0.014,0.065,0.204,0.688
oxford,maine,115226,1834.0,2021-02-12,23017,0.069,0.065,0.064,0.213,0.589
penobscot,maine,223199,3533.0,2021-02-12,23019,0.038,0.071,0.085,0.189,0.617
piscataquis,maine,11896,74.0,2021-02-12,23021,0.062,0.146,0.123,0.189,0.479
sagadahoc,maine,49040,57.0,2021-02-12,23023,0.061,0.026,0.033,0.21600000000000005,0.664
somerset,maine,81040,2508.0,2021-02-12,23025,0.035,0.095,0.142,0.17,0.5579999999999999
waldo,maine,48712,4470.0,2021-02-12,23027,0.023,0.06,0.15,0.182,0.585
washington,maine,37705,409.0,2021-02-12,23029,0.026,0.032,0.126,0.204,0.612
york,maine,624921,8615.0,2021-02-12,23031,0.076,0.036000000000000004,0.061,0.173,0.655
