county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
barbour,west virginia,80018,1155.0,2021-02-12,54001,0.092,0.031,0.071,0.287,0.519
berkeley,west virginia,701027,6955.0,2021-02-12,54003,0.065,0.049,0.196,0.166,0.524
boone,west virginia,119643,2099.0,2021-02-12,54005,0.097,0.138,0.093,0.197,0.475
braxton,west virginia,40093,65.0,2021-02-12,54007,0.102,0.131,0.16699999999999998,0.202,0.398
brooke,west virginia,133585,2711.0,2021-02-12,54009,0.067,0.11,0.195,0.192,0.436
cabell,west virginia,557203,10325.0,2021-02-12,54011,0.092,0.09,0.154,0.18600000000000005,0.476
calhoun,west virginia,15049,0.0,2021-02-12,54013,0.085,0.07,0.227,0.21,0.408
clay,west virginia,26529,573.0,2021-02-12,54015,0.098,0.097,0.162,0.152,0.491
doddridge,west virginia,26623,360.0,2021-02-12,54017,0.187,0.011,0.075,0.307,0.42
fayette,west virginia,216885,6147.0,2021-02-12,54019,0.14,0.08800000000000001,0.226,0.13699999999999998,0.409
gilmer,west virginia,40916,227.0,2021-02-12,54021,0.141,0.076,0.14400000000000002,0.236,0.403
grant,west virginia,81667,2043.0,2021-02-12,54023,0.1,0.232,0.067,0.193,0.407
greenbrier,west virginia,143553,3084.0,2021-02-12,54025,0.07,0.03,0.113,0.233,0.5539999999999999
hampshire,west virginia,95109,1488.0,2021-02-12,54027,0.021,0.035,0.08800000000000001,0.236,0.619
hancock,west virginia,170845,3731.0,2021-02-12,54029,0.07200000000000001,0.128,0.151,0.19,0.459
hardy,west virginia,80051,784.0,2021-02-12,54031,0.039,0.152,0.103,0.23,0.476
harrison,west virginia,312603,4001.0,2021-02-12,54033,0.132,0.021,0.071,0.319,0.457
jackson,west virginia,147204,7101.0,2021-02-12,54035,0.111,0.055,0.097,0.21600000000000005,0.522
jefferson,west virginia,276904,2958.0,2021-02-12,54037,0.041,0.038,0.2,0.16899999999999998,0.552
kanawha,west virginia,1044883,26894.0,2021-02-12,54039,0.145,0.039,0.064,0.147,0.605
lewis,west virginia,55031,858.0,2021-02-12,54041,0.161,0.029,0.068,0.28800000000000003,0.454
lincoln,west virginia,88116,838.0,2021-02-12,54043,0.091,0.077,0.16399999999999998,0.16699999999999998,0.501
logan,west virginia,214731,8884.0,2021-02-12,54045,0.08199999999999999,0.11,0.116,0.247,0.445
marion,west virginia,218100,1962.0,2021-02-12,54049,0.069,0.06,0.111,0.281,0.479
marshall,west virginia,208996,4301.0,2021-02-12,54051,0.075,0.095,0.077,0.256,0.4970000000000001
mason,west virginia,107949,2024.0,2021-02-12,54053,0.081,0.095,0.195,0.149,0.481
mcdowell,west virginia,94211,578.0,2021-02-12,54047,0.07,0.095,0.189,0.226,0.42
mercer,west virginia,291464,7978.0,2021-02-12,54055,0.076,0.152,0.174,0.103,0.495
mineral,west virginia,198663,5311.0,2021-02-12,54057,0.033,0.016,0.042,0.234,0.674
mingo,west virginia,171998,2769.0,2021-02-12,54059,0.084,0.093,0.093,0.172,0.5579999999999999
monongalia,west virginia,681461,3944.0,2021-02-12,54061,0.046,0.077,0.139,0.221,0.517
monroe,west virginia,72722,1529.0,2021-02-12,54063,0.048,0.063,0.116,0.14,0.634
morgan,west virginia,63750,588.0,2021-02-12,54065,0.025,0.085,0.16899999999999998,0.258,0.463
nicholas,west virginia,74455,1031.0,2021-02-12,54067,0.06,0.08800000000000001,0.166,0.14300000000000002,0.542
ohio,west virginia,272288,4316.0,2021-02-12,54069,0.108,0.068,0.092,0.243,0.49
pendleton,west virginia,35782,356.0,2021-02-12,54071,0.06,0.142,0.128,0.214,0.456
pleasants,west virginia,43191,940.0,2021-02-12,54073,0.08800000000000001,0.108,0.17,0.287,0.34600000000000003
pocahontas,west virginia,40656,536.0,2021-02-12,54075,0.075,0.03,0.17,0.227,0.499
preston,west virginia,162067,2829.0,2021-02-12,54077,0.057,0.028,0.087,0.247,0.58
putnam,west virginia,324682,5398.0,2021-02-12,54079,0.087,0.048,0.08800000000000001,0.184,0.593
raleigh,west virginia,310476,3325.0,2021-02-12,54081,0.087,0.083,0.257,0.14800000000000002,0.426
randolph,west virginia,163187,576.0,2021-02-12,54083,0.098,0.05,0.14,0.265,0.447
ritchie,west virginia,34246,546.0,2021-02-12,54085,0.141,0.059,0.183,0.262,0.35600000000000004
roane,west virginia,35021,660.0,2021-02-12,54087,0.08199999999999999,0.024,0.191,0.21,0.493
summers,west virginia,47702,1402.0,2021-02-12,54089,0.053,0.104,0.166,0.111,0.5670000000000001
taylor,west virginia,75219,1697.0,2021-02-12,54091,0.07200000000000001,0.032,0.092,0.28800000000000003,0.517
tucker,west virginia,31664,263.0,2021-02-12,54093,0.108,0.087,0.048,0.292,0.465
tyler,west virginia,34920,196.0,2021-02-12,54095,0.083,0.056,0.13699999999999998,0.272,0.452
upshur,west virginia,100535,1037.0,2021-02-12,54097,0.131,0.039,0.077,0.278,0.475
wayne,west virginia,204533,3827.0,2021-02-12,54099,0.111,0.119,0.18600000000000005,0.162,0.423
webster,west virginia,15598,0.0,2021-02-12,54101,0.065,0.083,0.163,0.211,0.479
wetzel,west virginia,73581,1551.0,2021-02-12,54103,0.051,0.067,0.081,0.279,0.521
wirt,west virginia,22043,112.0,2021-02-12,54105,0.112,0.059,0.219,0.222,0.389
wood,west virginia,474009,5832.0,2021-02-12,54107,0.094,0.099,0.149,0.277,0.381
wyoming,west virginia,119361,2058.0,2021-02-12,54109,0.073,0.098,0.17600000000000002,0.245,0.408
