county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
adams,north dakota,22160,120.0,2021-02-12,38001,0.219,0.166,0.189,0.233,0.193
barnes,north dakota,130540,2199.0,2021-02-12,38003,0.111,0.079,0.13699999999999998,0.248,0.425
benson,north dakota,119920,2077.0,2021-02-12,38005,0.289,0.194,0.118,0.195,0.204
billings,north dakota,6017,0.0,2021-02-12,38007,0.2,0.201,0.13699999999999998,0.244,0.218
bottineau,north dakota,67150,2399.0,2021-02-12,38009,0.206,0.119,0.142,0.259,0.274
bowman,north dakota,32126,406.0,2021-02-12,38011,0.188,0.141,0.146,0.262,0.263
burke,north dakota,22877,176.0,2021-02-12,38013,0.191,0.147,0.151,0.258,0.253
burleigh,north dakota,1629777,18910.0,2021-02-12,38015,0.172,0.233,0.091,0.297,0.207
cass,north dakota,2513153,28135.0,2021-02-12,38017,0.09,0.113,0.142,0.233,0.423
cavalier,north dakota,42971,356.0,2021-02-12,38019,0.146,0.272,0.165,0.222,0.195
dickey,north dakota,72214,2956.0,2021-02-12,38021,0.151,0.077,0.227,0.277,0.267
divide,north dakota,14978,207.0,2021-02-12,38023,0.18600000000000005,0.168,0.163,0.255,0.227
dunn,north dakota,43932,828.0,2021-02-12,38025,0.195,0.189,0.125,0.252,0.239
eddy,north dakota,47382,670.0,2021-02-12,38027,0.269,0.159,0.117,0.209,0.246
emmons,north dakota,49490,1423.0,2021-02-12,38029,0.16,0.221,0.094,0.302,0.222
foster,north dakota,56444,1551.0,2021-02-12,38031,0.265,0.081,0.081,0.27,0.304
golden valley,north dakota,24466,66.0,2021-02-12,38033,0.187,0.206,0.149,0.256,0.203
grand forks,north dakota,1105243,7190.0,2021-02-12,38035,0.097,0.122,0.222,0.253,0.305
grant,north dakota,19010,706.0,2021-02-12,38037,0.177,0.233,0.125,0.275,0.19
griggs,north dakota,32330,267.0,2021-02-12,38039,0.162,0.054000000000000006,0.197,0.217,0.37
hettinger,north dakota,30648,388.0,2021-02-12,38041,0.218,0.207,0.15,0.232,0.193
kidder,north dakota,27255,773.0,2021-02-12,38043,0.193,0.206,0.07400000000000001,0.301,0.226
lamoure,north dakota,50735,1702.0,2021-02-12,38045,0.115,0.07,0.193,0.307,0.315
logan,north dakota,24033,695.0,2021-02-12,38047,0.172,0.156,0.104,0.295,0.272
mchenry,north dakota,57381,2368.0,2021-02-12,38049,0.206,0.132,0.124,0.263,0.275
mcintosh,north dakota,36110,962.0,2021-02-12,38051,0.16899999999999998,0.128,0.136,0.275,0.29100000000000004
mckenzie,north dakota,123602,1125.0,2021-02-12,38053,0.19,0.182,0.142,0.253,0.232
mclean,north dakota,132773,2581.0,2021-02-12,38055,0.189,0.185,0.107,0.273,0.246
mercer,north dakota,110357,840.0,2021-02-12,38057,0.189,0.197,0.111,0.266,0.237
morton,north dakota,553155,10467.0,2021-02-12,38059,0.172,0.235,0.096,0.293,0.205
mountrail,north dakota,142773,1745.0,2021-02-12,38061,0.192,0.16,0.134,0.258,0.256
nelson,north dakota,45304,1116.0,2021-02-12,38063,0.133,0.183,0.193,0.218,0.274
oliver,north dakota,16595,222.0,2021-02-12,38065,0.181,0.217,0.102,0.28,0.221
pembina,north dakota,74232,808.0,2021-02-12,38067,0.08,0.21600000000000005,0.202,0.256,0.247
pierce,north dakota,48926,1659.0,2021-02-12,38069,0.253,0.136,0.12,0.246,0.246
ramsey,north dakota,156299,2133.0,2021-02-12,38071,0.242,0.25,0.138,0.175,0.195
ransom,north dakota,59380,1101.0,2021-02-12,38073,0.073,0.114,0.223,0.236,0.354
renville,north dakota,30345,984.0,2021-02-12,38075,0.193,0.13,0.141,0.262,0.274
richland,north dakota,163442,1410.0,2021-02-12,38077,0.155,0.174,0.189,0.116,0.366
rolette,north dakota,187498,2436.0,2021-02-12,38079,0.248,0.154,0.135,0.235,0.228
sargent,north dakota,41718,541.0,2021-02-12,38081,0.081,0.163,0.249,0.251,0.257
sheridan,north dakota,10811,195.0,2021-02-12,38083,0.203,0.18600000000000005,0.091,0.285,0.235
sioux,north dakota,71074,1163.0,2021-02-12,38085,0.157,0.228,0.108,0.295,0.211
slope,north dakota,3610,0.0,2021-02-12,38087,0.217,0.179,0.142,0.246,0.215
stark,north dakota,513349,5921.0,2021-02-12,38089,0.207,0.205,0.129,0.24,0.219
steele,north dakota,17358,157.0,2021-02-12,38091,0.172,0.061,0.302,0.182,0.28300000000000003
stutsman,north dakota,329133,6321.0,2021-02-12,38093,0.202,0.053,0.076,0.314,0.354
towner,north dakota,27881,1043.0,2021-02-12,38095,0.263,0.232,0.127,0.198,0.18
traill,north dakota,96838,1544.0,2021-02-12,38097,0.14400000000000002,0.115,0.205,0.233,0.303
walsh,north dakota,177193,1906.0,2021-02-12,38099,0.087,0.181,0.208,0.253,0.271
ward,north dakota,907141,16668.0,2021-02-12,38101,0.195,0.138,0.127,0.263,0.276
wells,north dakota,41944,554.0,2021-02-12,38103,0.254,0.163,0.083,0.275,0.226
williams,north dakota,454754,3506.0,2021-02-12,38105,0.18600000000000005,0.182,0.155,0.254,0.223
