county,state,cases,deaths,last_record_on,fips,masks_never,masks_rarely,masks_sometimes,masks_frequently,masks_always
adams,pennsylvania,504848,11708.0,2021-02-12,42001,0.039,0.034,0.083,0.238,0.606
allegheny,pennsylvania,6126126,145440.0,2021-02-12,42003,0.017,0.022,0.035,0.165,0.7609999999999999
armstrong,pennsylvania,349441,8603.0,2021-02-12,42005,0.027000000000000003,0.07400000000000001,0.159,0.173,0.568
beaver,pennsylvania,967377,41835.0,2021-02-12,42007,0.015,0.023,0.1,0.13699999999999998,0.725
bedford,pennsylvania,277767,8132.0,2021-02-12,42009,0.014,0.111,0.1,0.205,0.57
berks,pennsylvania,3263407,125413.0,2021-02-12,42011,0.036000000000000004,0.012,0.06,0.174,0.7190000000000001
blair,pennsylvania,747658,16422.0,2021-02-12,42013,0.041,0.132,0.083,0.249,0.495
bradford,pennsylvania,304547,5831.0,2021-02-12,42015,0.042,0.017,0.051,0.194,0.6970000000000001
bucks,pennsylvania,4093437,190573.0,2021-02-12,42017,0.014,0.018000000000000002,0.032,0.131,0.805
butler,pennsylvania,943960,21211.0,2021-02-12,42019,0.035,0.062,0.062,0.194,0.647
cambria,pennsylvania,800719,20954.0,2021-02-12,42021,0.026,0.062,0.153,0.228,0.53
cameron,pennsylvania,13450,285.0,2021-02-12,42023,0.147,0.014,0.048,0.142,0.649
carbon,pennsylvania,330691,13365.0,2021-02-12,42025,0.013,0.062,0.015,0.145,0.764
centre,pennsylvania,1040145,13460.0,2021-02-12,42027,0.017,0.013,0.076,0.101,0.792
chester,pennsylvania,2816696,113067.0,2021-02-12,42029,0.006,0.022,0.038,0.113,0.82
clarion,pennsylvania,183899,4111.0,2021-02-12,42031,0.057,0.03,0.152,0.155,0.605
clearfield,pennsylvania,376715,4962.0,2021-02-12,42033,0.051,0.055,0.17600000000000002,0.206,0.512
clinton,pennsylvania,181028,3386.0,2021-02-12,42035,0.014,0.024,0.077,0.19,0.696
columbia,pennsylvania,375969,13880.0,2021-02-12,42037,0.02,0.046,0.05,0.163,0.721
crawford,pennsylvania,421653,6980.0,2021-02-12,42039,0.024,0.016,0.136,0.266,0.5579999999999999
cumberland,pennsylvania,1160420,38918.0,2021-02-12,42041,0.031,0.032,0.183,0.192,0.562
dauphin,pennsylvania,1762119,56991.0,2021-02-12,42043,0.032,0.023,0.258,0.147,0.539
delaware,pennsylvania,4492587,230655.0,2021-02-12,42045,0.01,0.01,0.044,0.123,0.8140000000000001
elk,pennsylvania,132918,1882.0,2021-02-12,42047,0.055,0.016,0.084,0.15,0.695
erie,pennsylvania,1186019,23267.0,2021-02-12,42049,0.016,0.025,0.057,0.136,0.7659999999999999
fayette,pennsylvania,668239,11547.0,2021-02-12,42051,0.053,0.064,0.14400000000000002,0.161,0.578
forest,pennsylvania,48879,619.0,2021-02-12,42053,0.016,0.008,0.158,0.196,0.622
franklin,pennsylvania,1009022,27679.0,2021-02-12,42055,0.023,0.04,0.08199999999999999,0.248,0.607
fulton,pennsylvania,67861,1170.0,2021-02-12,42057,0.013,0.145,0.053,0.23,0.5589999999999999
greene,pennsylvania,167384,1538.0,2021-02-12,42059,0.104,0.11,0.187,0.124,0.475
